<label>|<Sentence Text>|<Always deliberative>|<Non-IIA>|<Sentiment>|<Subjectivity>
D0|But Democrats, who recently unveiled 4 competing proposals with more lenient rules and more money for education and Job training, warn â€˜that the governor's  approach-may force an increasing numbers of Californians into homelessness, most participants expect a compromise later this year||1|-0.996492565|0.05819687
D0|If the two sides canâ€™t agree, Says Democratic state Sen Diane Watson of Los Angeles, â€œit's because the governor and his people have a demonic strategyâ€ to strengthen his political standing by cracking-down on poor people||1|-0.979559541|0.000589596
|||||
D0|In New York, Republican Gov George Pataki and the Democrats who control the State assembly are lockÃ©d in similar combat||1|-0.997910917|0.002025964
D0|For example, Mr Pataki wants to cut cash aid incrementally the longer a beneficiary remains on the rolls, so that someâ€˜ oneâ€™s monthly benefit after four years would be 45% smaller than during the first year||1|-0.992333174|0.99985266
D0|The governor would keep assisting â€™ some legal immigrants cut off under the federal legislation through vouchers rather than cash||1|-0.987924457|0.81245565
D0|Assembly Democrats - would provide more generous benefits in both areas||1|0.86723274|0.99936694
|||||
D0|"The stalemate bewilders some of the politicians involved, not to mention the â€˜state's welfare recipients, â€œThere's a lot of misinformation and noninformation outâ€™ there,"" grouses Democratic Assemblyman Marty Luster of Ithaca, who says the GOP-led state senate has been â€œdeadly â€˜Silent on the issue, Meanwhile, adds fellow Democrat Jeffrion-Aubry of Queens, â€œWe are sitting on each side-of the fence hurling press releases.â€"||1|-0.999776185|0.92592055
|||||
D0|"Irate over the Clinton administration's stance on privatization, Texas politicians are ready to hurl more than News releases Republicans in the state's congressional - delegation, threatening to push legislation permitting the state to proceedâ€™ with a "" privately run â€œintegrated enrollment"" system, have summoned White House Chief of Staff Erskine Bowles to â€˜a meeting on Capitol Hill this morning"||1|-0.999114573|0.008276548
D0|While Gov George Bush's aides look for ways to get around administration restrictions, the adminstration has floated the idea of compromising on a limited pilot program to test a privatized system||1|-0.996594846|0.2853649
|||||
D0|Message Gets Muddled||1|-0.999006331|0.9990208
D0|Amid all the wrangling, some of the ml authors of the federal legislation fear its Message of ending unlimited aid and shifting to a work-based system-may be getting muddled||1|-0.99870944|0.99203295
D0|â€œThe clock is ticking, and this thing isnâ€™t going to go away.â€||1|0.993199289|0.6453518
|||||
D0|It is ticking for local welfare administrators as well as for recipients||1|-0.843304873|0.038806945
D0|In New York and California, falling caseloads and earlier welfare-to-work innovations may face the task of meeting the initial requirement that 25% of a state's caseload participate in work activities, but that require ment escalates to a daunting 50% of the caseload by the year 2002.||1|-0.899177611|0.9021446
|||||
D0|"â€œIt's frightening,â€ says Mr Mecca of the California association of county welfare administrators.-"" The longer it takes policy makers to decide what they want, the shorter the time bureaucrats have to retool, redesign and turn 60 years of social policy on its head."||1|-0.973235726|0.12869662
|||||
D0|Let me say, finally, that there are a few other things that I think we have to do beyond these three issues of finishing the work of the budget, investing in our people, and expanding trade||1|0.867308676|0.97754776
D0|This moment of prosperity and stability has given us an opportunity to work together to repair our social fabric, to join together to face those issues which, if we don't face them, could flare into crises and keep us from becoming the nation we ought to be in the new century.||1|0.999662519|0.22560896
|||||
D0|And let me just mention a few||1|0.935111463|0.19690944
D0|You were kind enough to mention the Summit of Service that President Bush, President Carter, Mrs Reagan, and General Powell and I and others sponsored in Philadelphia||1|0.979529679|0.86278325
D0|One of the things we have to do if we want to give our children a better future is to help their parents be gainfully employed||1|0.944167376|0.42211953
D0|We were able to reduce the welfare roils dramatically because of a growing economy and because of work we did with states before the passage of the welfare reform bill to help them move people from welfare to work.||1|0.993965805|0.03850009
|||||
D0|Now, this welfare reform bill did two things||1|0.864706278|0.015505992
D0|It required people on welfare who are able-bodied to move from welfare to work within a certain amount of time, and it gave the states in a block grant funds that used to be spent in a federal entitlement so that they would have more flexibility to create incentives for people to move from welfare to work.||1|-0.985034525|0.988171
|||||
D0|Forty of our states now have a windfall there because they're getting money based on how much they got when the welfare rolls were at their peak, and there has been a 20 percent-plus drop in the welfare rolls in the last three years.||1|-0.961020648|0.9949562
|||||
D0|I urge you, in all the states that you're working in, to get the governors, to get the legi ith the business community to spend that money in ways that, with your efforts, can move a million more people from welfare to work in the next four years||1|0.879921198|0.94937
D0|We moved a million people in the last four when we were creating 12 million jobs -- that had never been done before, the 12 million jobs||1|0.989281178|0.017524289
D0|Neither had the million people.||1|-0.998261988|0.008306849
|||||
D0|Under the terms of this welfare reform law, whether we create 12 million jobs or not in the private sector, we have to move nearly another million people||1|-0.923962653|0.8298142
D0|We have got to have your help, But the states have the power to do things like give employers the welfare check for a year or two to use as an employment and training subsidy for people that are especially hard to place; to spend even more money on child care; to spend money on education and training.||1|-0.998465776|0.01970783
|||||
D0|So I implore you to help us do this||1|-0.662622154|0.9324536
D0|It will be a terrible thing if, having called for welfare reform and personal responsibility, the end of it is to wind up hurting poor people||1|-0.999958634|0.938455
D0|That was never what was intended||1|-0.99960357|0.068440825
D0|The children should not suffer in this||1|0.980822265|0.010694061
D0|And you are going to have to take the lead in helping to do this.||1|0.563429892|0.015934924
|||||
D0|The second thing I'd like to say is, we have to -- now having faced the structural budget deficit in the country -- we have to deal with the generational deficit||1|0.722471356|0.99994624
D0|That means we have to have long-term entitlement reform to face the realities of the baby boom generation retiring||1|0.538366854|0.8902336
D0|And it will be -- as soon as we get the budget out of the way, I'll be working with the bipartisan leadership in Congress on an approach to that, and I ask for your support.||1|0.945214987|0.99099684
|||||
D0|It also means that we have to fulfill the mission of the Philadelphia summit, with the public and the private sectors doing their jobs||1|0.993147194|0.008760746
D0|Remember what the Philadelphia Summit was about: every child ought to have a safe place to grow up, decent health care, a good education and marketable skills, a mentor and the chance to serve.||1|0.996262848|0.024566619
|||||
D0|And we live in a country where 11 percent of the prople over 65 are poor, but 20 percent-plus of the people under 18 are||1|0.583039403|0.014354115
D0|And we cannot do well unless we do better by our children||1|-0.999827206|0.073977366
D0|So this inter-generational thing is about entitlement reform, but it's also about giving our kids a better chance.||1|0.910533905|0.9956449
